[run number];team_size;game_size;knowledge_sharing;[step];team_score;gain_score;synergy_score;agent_names;reached_consensus?;[agreeableness] of turtles;[talkativeness] of turtles;[neuroticism] of turtles;[critical_thinking] of turtles;[knowledge] of turtles
5752;5;8;0.8;25;0.714;1.014;0.9279999999999999;[crit_agent talk_agent neuro_agent talk_agent talk_agent f g h i j];true;[1 1 1 1 1];[1 2.42 3.95 1 3.88];[1 1 1 5.57 1];[0.99 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5753;5;8;0.8;25;-0.071;0.07200000000000002;-0.142;[know_agent talk_agent talk_agent neuro_agent know_agent f g h i j];true;[1 1 1 1 1];[2.16 1 3.75 1 1];[1 1 1 4.08 1];[0 0 0 0 0];[0.2 0.61 0.2 0.2 0.62]
5754;5;8;0.8;19;0.357;0.48539999999999994;-0.14300000000000002;[talk_agent know_agent talk_agent talk_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 2.06 5.36 2.5 1];[2.7 1 1 1 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.92]
5755;5;8;0.8;14;-0.5;-0.5;-0.857;[talk_agent know_agent know_agent agree_agent know_agent f g h i j];true;[1 1 1 1 2.27];[1 1 1 2.16 1];[1 1 1 1 1];[0 0 0 0 0];[0.53 0.99 0.55 0.2 0.2]
5756;5;8;0.8;14;0.929;0.7718;0.14300000000000002;[know_agent know_agent crit_agent crit_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 1 1 1];[0 1.08 0 0 0.91];[0.97 0.2 0.75 0.88 0.2]
5757;5;8;0.8;20;0.071;0.25680000000000003;-0.072;[know_agent neuro_agent agree_agent agree_agent agree_agent f g h i j];true;[2.63 2.87 1 1 3.3];[1 1 1 1 1];[1 1 1 2.85 1];[0 0 0 0 0];[0.2 0.2 0.69 0.2 0.2]
5758;5;8;0.8;19;-0.286;-0.10019999999999996;-0.42899999999999994;[talk_agent talk_agent agree_agent neuro_agent know_agent f g h i j];true;[1 1 1 3.17 1];[1 1 7.25 1 2.5];[1 3.04 1 1 1];[0 0 0 0 0];[0.59 0.2 0.2 0.2 0.2]
5759;5;8;0.8;14;0;0.22879999999999998;0.143;[neuro_agent neuro_agent agree_agent crit_agent agree_agent f g h i j];true;[3.91 2.92 1 1 1];[1 1 1 1 1];[1 1 2.82 2.51 1];[0 0 0 0 0.46];[0.2 0.2 0.2 0.2 0.2]
5760;5;8;0.8;15;0.643;0.6432;0.14300000000000002;[talk_agent know_agent know_agent know_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 2.77];[2.61 1 1 1 1];[0 0 0 0 0];[0.2 0.68 0.83 0.54 0.2]
5761;5;8;0.8;19;-0.286;-0.14299999999999996;-0.42899999999999994;[neuro_agent agree_agent know_agent talk_agent neuro_agent f g h i j];true;[1 1 3.28 1 1];[1 1 1 2.24 1];[2.11 1 1 1 4.39];[0 0 0 0 0];[0.2 0.76 0.2 0.2 0.2]
5762;5;8;0.8;23;-0.357;-0.1998;-0.571;[crit_agent talk_agent know_agent know_agent talk_agent f g h i j];true;[1 1 1 1 1];[3.61 1 3.99 1 1];[1 1 1 1 1];[0 0.83 0 0 0];[0.2 0.2 0.2 0.53 0.66]
5763;5;8;0.8;23;0.286;0.486;0.143;[talk_agent neuro_agent crit_agent neuro_agent know_agent f g h i j];true;[1 1 1 1 1];[1 3.08 1 1 1];[3.46 1 4.51 1 1];[0 0 0 0 0.59];[0.2 0.2 0.2 0.66 0.2]
5764;5;8;0.8;21;0.714;0.6427999999999999;0.5;[know_agent know_agent crit_agent know_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 1 1 1];[0.96 0 0 0 0];[0.2 0.78 0.77 0.58 0.69]
5765;5;8;0.8;22;0.357;0.39999999999999997;-0.14300000000000002;[crit_agent know_agent agree_agent know_agent talk_agent f g h i j];true;[1 1 1 2.18 1];[1 1 1 1 2.07];[1 1 1 1 1];[0.29 0 0 0 0];[0.2 0.83 0.95 0.2 0.2]
5766;5;8;0.8;12;0;0.3714;0.214;[talk_agent crit_agent talk_agent neuro_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 1 3.88 2.73];[1 1 5.25 1 1];[0.3 0.3 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5767;5;8;0.8;13;0.143;0.29999999999999993;-0.07100000000000001;[know_agent neuro_agent crit_agent neuro_agent agree_agent f g h i j];true;[6.98 1 1 1 1];[1 1 1 1 1];[1 1 3.97 2.79 1];[0 0 0 0 0.28];[0.2 0.91 0.2 0.2 0.2]
5768;5;8;0.8;17;0.143;0.28579999999999994;-0.07100000000000001;[neuro_agent know_agent agree_agent neuro_agent talk_agent f g h i j];true;[1 1 1 1 4.1];[1 3.54 1 1 1];[2.78 1 3.28 1 1];[0 0 0 0 0];[0.2 0.2 0.2 0.78 0.2]
5769;5;8;0.8;43;0.643;0.8858;0.714;[talk_agent crit_agent neuro_agent crit_agent talk_agent f g h i j];true;[1 1 1 1 1];[3.83 2.32 1 1 1];[1 1 1 2.55 1];[0 0 0.72 0 0.3];[0.2 0.2 0.2 0.2 0.2]
5770;5;8;0.8;17;0.357;0.5142;0.143;[know_agent talk_agent agree_agent talk_agent know_agent f g h i j];true;[2.69 1 1 1 1];[1 1 2.35 6.73 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.62 0.2 0.2 0.93]
5771;5;8;0.8;11;0.21400000000000002;0.12860000000000002;-0.14299999999999996;[know_agent know_agent know_agent know_agent talk_agent f g h i j];true;[1 1 1 1 1];[1 1 1 2.55 1];[1 1 1 1 1];[0 0 0 0 0];[0.8 0.68 0.79 0.2 0.81]
5772;5;8;0.8;17;1;1.143;0.929;[know_agent know_agent agree_agent crit_agent crit_agent f g h i j];true;[3.61 1 1 1 1];[1 1 1 1 1];[1 1 1 1 1];[0 0 0 0.87 0.62];[0.2 0.55 0.53 0.2 0.2]
5774;5;8;0.8;27;1;11.428;0.643;[talk_agent agree_agent crit_agent know_agent crit_agent f g h i j];true;[1 1 1 3.28 1];[1 1 1 1 4.35];[1 1 1 1 1];[0.95 0.88 0 0 0];[0.2 0.2 0.8 0.2 0.2]
5773;5;8;0.8;23;0.786;0.9572;0.857;[agree_agent talk_agent crit_agent know_agent agree_agent f g h i j];true;[1 1 4.42 2.6 1];[2.65 1 1 1 1];[1 1 1 1 1];[0 0.69 0 0 0];[0.2 0.2 0.2 0.2 0.53]
5775;5;8;0.8;19;0.786;11.144;1;[talk_agent neuro_agent crit_agent agree_agent agree_agent f g h i j];true;[2.79 4.27 1 1 1];[1 1 1 2.86 1];[1 1 1 1 4.77];[0 0 0.61 0 0];[0.2 0.2 0.2 0.2 0.2]
5776;5;8;0.8;18;0.714;1.071;0.9279999999999999;[talk_agent crit_agent crit_agent crit_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 4.02 1 1];[1 1 1 1 1];[0.64 0.51 0 0.6 0.39];[0.2 0.2 0.2 0.2 0.2]
5777;5;8;0.8;24;-0.286;-0.2002;-0.5;[agree_agent know_agent know_agent neuro_agent agree_agent f g h i j];true;[1 4.43 1 3.68 1];[1 1 1 1 1];[1 1 4.02 1 1];[0 0 0 0 0];[0.76 0.2 0.2 0.2 0.76]
5778;5;8;0.8;15;-0.143;-0.028799999999999992;-0.286;[talk_agent know_agent neuro_agent neuro_agent know_agent f g h i j];true;[1 1 1 1 1];[3.56 1 1 1 1];[1 2.3 5.05 1 1];[0 0 0 0 0];[0.2 0.2 0.2 0.7 0.77]
5779;5;8;0.8;14;0.071;0.19979999999999998;0;[talk_agent know_agent agree_agent know_agent talk_agent f g h i j];true;[4.36 1 1 1 1];[1 1 2.03 3.42 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.82 0.2 0.2 0.54]
5780;5;8;0.8;14;-0.071;0.0432;-0.21399999999999997;[crit_agent know_agent know_agent agree_agent crit_agent f g h i j];true;[1 1 1 4.65 1];[1 1 1 1 1];[1 1 1 1 1];[0.26 0.5 0 0 0];[0.2 0.2 0.54 0.2 0.51]
5781;5;8;0.8;35;-0.286;-2,00E+12;-0.07199999999999998;[neuro_agent neuro_agent agree_agent talk_agent talk_agent f g h i j];true;[1 1 1 1 4.44];[2.18 1 4.45 1 1];[1 2.58 1 2.75 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5782;5;8;0.8;22;0.643;0.9144;0.857;[agree_agent talk_agent agree_agent crit_agent talk_agent f g h i j];true;[1 1 4.73 2.53 1];[2.8 5.1 1 1 1];[1 1 1 1 1];[0 0 0 0 1.07];[0.2 0.2 0.2 0.2 0.2]
5783;5;8;0.8;22;0.714;0.9712;0.714;[talk_agent crit_agent know_agent neuro_agent agree_agent f g h i j];true;[1 4.05 1 1 1];[4.64 1 1 1 1];[1 1 3.23 1 1];[0 0 0 0.23 0];[0.2 0.2 0.2 0.2 0.56]
5784;5;8;0.8;15;-0.071;0.20039999999999997;0.072;[talk_agent talk_agent crit_agent agree_agent neuro_agent f g h i j];true;[1 1 1 1 2.55];[6.34 2.35 1 1 1];[1 1 2.2 1 1];[0 0 0 0.21 0];[0.2 0.2 0.2 0.2 0.2]
5785;5;8;0.8;24;-0.643;-0.4144;-0.786;[agree_agent talk_agent talk_agent know_agent agree_agent f g h i j];true;[1 2.24 1 1 3.64];[3.1 1 1 3.38 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.2 0.62 0.2 0.2]
5786;5;8;0.8;38;1;11.858;1;[crit_agent know_agent neuro_agent neuro_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[2.32 1 1 3.41 3.43];[0 0 1.07 0 0];[0.2 0.62 0.2 0.2 0.2]
5787;5;8;0.8;14;0.5;0.6712;0.28600000000000003;[know_agent crit_agent talk_agent crit_agent crit_agent f g h i j];true;[1 1 1 1 1];[3.76 1 1 1 1];[1 1 1 1 1];[0 0.79 0 0.62 0.4];[0.2 0.2 0.62 0.2 0.2]
5788;5;8;0.8;25;0.429;0.7292000000000001;0.572;[agree_agent crit_agent agree_agent talk_agent crit_agent f g h i j];true;[1 1 1 2.27 3.95];[1 2.92 1 1 1];[1 1 1 1 1];[0.22 0 0.44 0 0];[0.2 0.2 0.2 0.2 0.2]
5789;5;8;0.8;17;0.21400000000000002;0.4568;0.07100000000000004;[neuro_agent neuro_agent crit_agent know_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[2.75 1 2.38 1 4.01];[0 0 0 0.32 0];[0.2 0.74 0.2 0.2 0.2]
5790;5;8;0.8;16;0.21400000000000002;0.27120000000000005;-0.14299999999999996;[know_agent talk_agent talk_agent crit_agent know_agent f g h i j];true;[1 1 1 1 1];[1 3.77 2.2 1 1];[1 1 1 1 1];[0.48 0 0 0 0];[0.2 0.2 0.2 0.76 0.65]
5791;5;8;0.8;13;-0.143;-2,00E+12;-0.286;[know_agent crit_agent neuro_agent talk_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 7.59 1 1];[1 1 1 1 2.3];[0.21 0 0 0 0];[0.2 0.61 0.2 0.51 0.2]
5793;5;8;0.8;19;0.714;0.8852;0.571;[crit_agent crit_agent know_agent crit_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 1 1 1];[0.25 0.22 0.93 0.21 0];[0.2 0.2 0.2 0.2 0.68]
5792;5;8;0.8;12;0.21400000000000002;0.24240000000000003;-0.07199999999999995;[crit_agent know_agent neuro_agent neuro_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 4.44 5.09 1];[0.63 0 0 0 0];[0.2 0.72 0.2 0.2 0.71]
5794;5;8;0.8;13;-0.429;-0.18599999999999997;-0.5;[agree_agent know_agent crit_agent agree_agent neuro_agent f g h i j];true;[1 1 1 3.27 3.04];[1 1 1 1 1];[1 2.35 1 1 1];[0.46 0 0 0 0];[0.2 0.2 0.61 0.2 0.2]
5795;5;8;0.8;17;0.929;1.186;1.143;[talk_agent agree_agent neuro_agent crit_agent crit_agent f g h i j];true;[1 1 1 3.13 1];[1 4.93 1 1 1];[2.19 1 1 1 1];[0 0 1 0 0.84];[0.2 0.2 0.2 0.2 0.2]
5796;5;8;0.8;16;-0.21400000000000002;0.08599999999999997;-0.07100000000000004;[talk_agent agree_agent talk_agent neuro_agent neuro_agent f g h i j];true;[2.75 1 1 1 1];[1 2.26 3.6 1 1];[1 1 1 3.84 2.29];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5797;5;8;0.8;22;0.786;0.7576;0.42900000000000005;[crit_agent know_agent know_agent talk_agent know_agent f g h i j];true;[1 1 1 1 1];[4.25 1 1 1 1];[1 1 1 1 1];[0 0 1.04 0 0];[0.2 0.58 0.2 0.7 0.71]
5798;5;8;0.8;17;-0.286;0.07100000000000001;-0.07199999999999998;[talk_agent agree_agent agree_agent crit_agent neuro_agent f g h i j];true;[1 1 2.06 5.01 1];[1 2.52 1 1 1];[5.33 1 1 1 1];[0 0 0 0 0.36];[0.2 0.2 0.2 0.2 0.2]
5799;5;8;0.8;19;0.286;0.35739999999999994;-0.35700000000000004;[neuro_agent talk_agent agree_agent know_agent crit_agent f g h i j];true;[1 1 1 2.41 1];[1 2.62 1 1 1];[1 1 1 1 6.69];[0.31 0 0 0 0];[0.2 0.2 0.89 0.2 0.2]
5800;5;8;0.8;20;0.5;0.7426;0.714;[crit_agent neuro_agent talk_agent agree_agent talk_agent f g h i j];true;[1 1 1 2.69 1];[1 1 3.26 1 3.7];[7.58 1 1 1 1];[0 0.5 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5802;5;8;0.8;20;-0.5;-0.41459999999999997;-0.929;[talk_agent neuro_agent agree_agent talk_agent know_agent f g h i j];true;[1 1 1 3.79 1];[2.64 1 1 1 3.12];[1 2.83 1 1 1];[0 0 0 0 0];[0.2 0.2 0.86 0.2 0.2]
5801;5;8;0.8;15;0.071;0.19940000000000002;-0.21499999999999997;[crit_agent know_agent talk_agent know_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 1 1 2.54 1];[1 3.22 1 1 1];[0.31 0 0 0 0];[0.2 0.2 0.79 0.2 0.59]
5803;5;8;0.8;23;-0.21400000000000002;0.014399999999999968;-0.357;[know_agent agree_agent agree_agent talk_agent agree_agent f g h i j];true;[2.93 1 3.21 1 5.89];[1 1 1 2.64 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.64 0.2 0.2 0.2]
5804;5;8;0.8;20;0.071;0.37079999999999996;0.142;[talk_agent talk_agent agree_agent agree_agent agree_agent f g h i j];true;[1 3.85 5.68 1 5.69];[2.19 1 1 2.39 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5805;5;8;0.8;33;0.714;0.9712;0.857;[crit_agent neuro_agent talk_agent talk_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 2.1 1 5.85 1];[1 1 3.65 1 3.88];[0.97 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5806;5;8;0.8;17;-0.286;-0.22899999999999998;-0.572;[know_agent talk_agent agree_agent know_agent agree_agent f g h i j];true;[2.56 1 5.67 1 1];[1 1 1 2.07 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.55 0.2 0.2 0.94]
5807;5;8;0.8;16;0.21400000000000002;0.4426;0.07100000000000004;[talk_agent talk_agent crit_agent agree_agent know_agent f g h i j];true;[1 1 1 2.74 1];[1 4.56 2.59 1 1];[1 1 1 1 1];[0 0 0 0 0.78];[0.79 0.2 0.2 0.2 0.2]
5808;5;8;0.8;9;0.643;0.8718;0.643;[neuro_agent crit_agent know_agent neuro_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 1 4.22 3.24];[0.65 0.34 0 0 0];[0.2 0.2 0.53 0.2 0.2]
5809;5;8;0.8;13;-0.21400000000000002;2,00E+12;-0.5;[talk_agent talk_agent talk_agent know_agent talk_agent f g h i j];true;[1 1 1 1 1];[3.34 2.5 1 2.2 4.33];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.2 0.79 0.2 0.2]
5811;5;8;0.8;15;0.357;0.514;-0.07200000000000001;[crit_agent know_agent crit_agent crit_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 1 1 1];[0 0 0.27 0.61 0.21];[0.63 0.87 0.2 0.2 0.2]
5810;5;8;0.8;24;-0.21400000000000002;0.07179999999999997;-2,78E-01;[agree_agent neuro_agent neuro_agent agree_agent crit_agent f g h i j];true;[3.58 1 4.9 1 1];[1 1 1 1 1];[1 2.96 1 2.79 1];[0 0 0 0 0.56];[0.2 0.2 0.2 0.2 0.2]
5812;5;8;0.8;60;1;1.157;1.071;[agree_agent talk_agent crit_agent agree_agent agree_agent f g h i j];true;[3.83 1 1 2.1 2.99];[1 1 5.62 1 1];[1 1 1 1 1];[0 1.07 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5814;5;8;0.8;12;0.21400000000000002;0.4568;0.14300000000000002;[know_agent agree_agent talk_agent crit_agent agree_agent f g h i j];true;[2.02 1 1 1 2.24];[1 4.18 1 1 1];[1 1 1 1 1];[0 0 0 0.27 0];[0.2 0.2 0.6 0.2 0.2]
5813;5;8;0.8;15;0;0.0998;-0.286;[neuro_agent know_agent talk_agent neuro_agent agree_agent f g h i j];true;[1 1 4.53 1 1];[2.13 1 1 1 1];[1 3.14 1 5.11 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.8]
5815;5;8;0.8;23;0.857;10.426;0.9279999999999999;[agree_agent crit_agent crit_agent agree_agent neuro_agent f g h i j];true;[1 2.44 1 3.79 1];[1 1 1 1 1];[5.23 1 1 1 1];[0 0 0.38 0 0.95];[0.2 0.2 0.2 0.2 0.2]
5816;5;8;0.8;13;-0.143;0.07140000000000002;-0.357;[talk_agent know_agent talk_agent agree_agent crit_agent f g h i j];true;[2.15 1 1 1 1];[1 1 2.76 3.34 1];[1 1 1 1 1];[0 0 0 0 0.3];[0.2 0.78 0.2 0.2 0.2]
5817;5;8;0.8;20;0.143;0.3288;0;[talk_agent know_agent talk_agent talk_agent crit_agent f g h i j];true;[1 1 1 1 1];[4.11 1 1 2.13 3.89];[1 1 1 1 1];[0 0.63 0 0 0];[0.2 0.2 0.53 0.2 0.2]
5818;5;8;0.8;18;-0.143;-0.1716;-0.42899999999999994;[neuro_agent know_agent know_agent neuro_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 5.15 2.15 1];[0 0 0 0 0];[0.78 0.68 0.2 0.2 0.91]
5820;5;8;0.8;15;0.071;0.2566;0.071;[talk_agent neuro_agent talk_agent agree_agent neuro_agent f g h i j];true;[1 1 2.51 1 1];[1 4.48 1 1 3.68];[2.93 1 1 3.95 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5819;5;8;0.8;11;-0.21400000000000002;-0.08540000000000003;-0.28500000000000003;[neuro_agent neuro_agent talk_agent neuro_agent know_agent f g h i j];true;[1 1 1 1 1];[1 2.42 1 1 1];[2.75 1 2.31 3.08 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.63]
5821;5;8;0.8;19;0.357;0.45699999999999996;0;[agree_agent neuro_agent know_agent know_agent agree_agent f g h i j];true;[5.96 1 1 3.48 1];[1 1 1 1 1];[1 3.32 1 1 1];[0 0 0 0 0];[0.2 0.2 0.92 0.2 0.62]
5823;5;8;0.8;20;0.571;0.7136;0.6419999999999999;[talk_agent agree_agent crit_agent neuro_agent agree_agent f g h i j];true;[2.36 1 1 1 7.35];[1 1 2.78 1 1];[1 1 1 2.73 1];[0 0.61 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5822;5;8;0.8;19;0.357;0.5853999999999999;0.571;[talk_agent neuro_agent agree_agent crit_agent crit_agent f g h i j];true;[1 1 1 4.22 1];[4.65 1 1 1 1];[1 1 6.35 1 1];[0 0.66 0 0 0.27];[0.2 0.2 0.2 0.2 0.2]
5824;5;8;0.8;32;0;0.15740000000000004;-0.071;[neuro_agent neuro_agent neuro_agent know_agent know_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 3.06 2.18 2.53];[0 0 0 0 0];[0.6 0.58 0.2 0.2 0.2]
5825;5;8;0.8;15;0.5;0.7286;0.5;[neuro_agent crit_agent neuro_agent neuro_agent agree_agent f g h i j];true;[3.57 1 1 1 1];[1 1 1 1 1];[1 1 2.53 3.77 2.68];[0 0.36 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5826;5;8;0.8;22;-0.071;0.129;-0.142;[agree_agent talk_agent know_agent neuro_agent agree_agent f g h i j];true;[1 3.69 2.2 1 1];[2.28 1 1 1 1];[1 1 1 1 4.47];[0 0 0 0 0];[0.2 0.2 0.2 0.69 0.2]
5827;5;8;0.8;24;0;-0.07139999999999999;-0.214;[agree_agent know_agent know_agent talk_agent know_agent f g h i j];true;[1 4.21 1 1 1];[1 1 4.54 1 1];[1 1 1 1 1];[0 0 0 0 0];[0.85 0.2 0.2 0.79 0.58]
5829;5;8;0.8;18;0.643;0.786;0.5720000000000001;[know_agent talk_agent talk_agent crit_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 3.11 1 3.57 1];[1 1 1 1 1];[0 0 0.87 0 0.47];[0.66 0.2 0.2 0.2 0.2]
5828;5;8;0.8;19;0.286;0.472;0.21499999999999997;[neuro_agent agree_agent neuro_agent agree_agent know_agent f g h i j];true;[1 1 1 3.34 2.4];[1 1 1 1 1];[3.49 4.47 1 1 1];[0 0 0 0 0];[0.2 0.2 0.66 0.2 0.2]
5830;5;8;0.8;21;0.929;10.148.000.000.000.000;0.786;[neuro_agent know_agent crit_agent know_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 1];[1 1 1 4.33 1];[0.75 0 0.69 0 0];[0.2 0.56 0.2 0.2 0.59]
5831;5;8;0.8;14;0.286;0.286;-0.21400000000000002;[talk_agent neuro_agent know_agent know_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 2.84 1 1];[2.43 1 1 1 1];[0 0 0 0 0.4];[0.2 0.66 0.2 0.89 0.2]
5832;5;8;0.8;17;0.5;0.7142;0.571;[crit_agent neuro_agent crit_agent agree_agent neuro_agent f g h i j];true;[1 1 3.59 1 1];[1 1 1 1 1];[1 1 1 2.55 3.5];[0.38 0.22 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5833;5;8;0.8;11;0.071;0.3282;0.21399999999999997;[talk_agent crit_agent agree_agent crit_agent neuro_agent f g h i j];true;[2.61 1 1 1 1];[1 1 1 1 3.2];[1 1 1 4.36 1];[0 0.8 0.48 0 0];[0.2 0.2 0.2 0.2 0.2]
5834;5;8;0.8;19;-0.571;-0.28519999999999995;-0.49999999999999994;[talk_agent neuro_agent know_agent neuro_agent neuro_agent f g h i j];true;[1 1 1 1 1];[1 5.44 1 1 1];[3.11 1 3.69 3.92 1];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.6]
5835;5;8;0.8;11;-0.21400000000000002;-0.17120000000000002;-0.5;[agree_agent know_agent crit_agent know_agent neuro_agent f g h i j];true;[3.11 1 1 1 1];[1 1 1 1 1];[1 1 1 1 3.13];[0 0.55 0 0 0];[0.2 0.2 0.77 0.75 0.2]
5836;5;8;0.8;13;-0.21400000000000002;-0.04260000000000003;-0.42800000000000005;[know_agent agree_agent neuro_agent neuro_agent talk_agent f g h i j];true;[1 3.86 1 1 1];[1 1 2.4 1 1];[4.11 1 1 1 2.29];[0 0 0 0 0];[0.2 0.2 0.2 0.7 0.2]
5837;5;8;0.8;21;0.286;0.2718;-0.35700000000000004;[know_agent know_agent neuro_agent talk_agent crit_agent f g h i j];true;[1 1 1 1 1];[1 1 1 1 4.7];[1 1 3.25 1 1];[0 0.31 0 0 0];[1 0.2 0.2 0.73 0.2]
5839;5;8;0.8;19;0.286;0.47139999999999993;0.357;[agree_agent agree_agent crit_agent crit_agent know_agent f g h i j];true;[5.39 1 4.14 1 1];[1 1 1 1 1];[1 1 1 1 1];[0 0.75 0 0.29 0];[0.2 0.2 0.2 0.2 0.55]
5838;5;8;0.8;21;0.071;0.1708;-0.21499999999999997;[agree_agent know_agent talk_agent talk_agent talk_agent f g h i j];true;[3.65 1 1 1 1];[1 2.11 1 3.48 3.57];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.2 0.79 0.2 0.2]
5840;5;8;0.8;18;0.643;0.8574;0.786;[agree_agent talk_agent talk_agent crit_agent crit_agent f g h i j];true;[1 1 1 1 2.7];[3.56 1 2.22 1 1];[1 1 1 1 1];[0 0.55 0 0.36 0];[0.2 0.2 0.2 0.2 0.2]
5841;5;8;0.8;21;0.643;0.8574;0.5;[agree_agent crit_agent crit_agent know_agent agree_agent f g h i j];true;[1 5.28 1 2.49 1];[1 1 1 1 1];[1 1 1 1 1];[0 0 0.35 0 0.61];[0.73 0.2 0.2 0.2 0.2]
5842;5;8;0.8;16;-0.071;0.129;0.072;[agree_agent crit_agent talk_agent agree_agent neuro_agent f g h i j];true;[2.43 1 1 2.29 1];[1 1 4.6 1 1];[1 1 1 1 5.12];[0 0.43 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5843;5;8;0.8;17;0.21400000000000002;0.4284;0.28500000000000003;[crit_agent talk_agent talk_agent agree_agent agree_agent f g h i j];true;[1 3.67 3.18 1 1];[2.75 1 1 3.43 1];[1 1 1 1 1];[0 0 0 0 0.27];[0.2 0.2 0.2 0.2 0.2]
5844;5;8;0.8;27;1;12.428;1.214;[crit_agent crit_agent agree_agent talk_agent neuro_agent f g h i j];true;[3.44 1 1 1 1];[1 4.4 1 1 1];[1 1 1 1 2.51];[0 0 0.7 0.79 0];[0.2 0.2 0.2 0.2 0.2]
5845;5;8;0.8;12;0;0.1998;0.143;[neuro_agent agree_agent neuro_agent agree_agent neuro_agent f g h i j];true;[2.73 3.77 1 1 1];[1 1 1 1 1];[1 1 3.77 2.35 5.96];[0 0 0 0 0];[0.2 0.2 0.2 0.2 0.2]
5846;5;8;0.8;15;0.071;0.3282;0.21399999999999997;[neuro_agent crit_agent talk_agent agree_agent neuro_agent f g h i j];true;[2.67 1 1 1 1];[1 1 1 3.76 1];[1 4.02 1 1 2.5];[0 0 0.42 0 0];[0.2 0.2 0.2 0.2 0.2]
5847;5;8;0.8;18;-0.357;-0.3858;-0.786;[know_agent know_agent know_agent neuro_agent agree_agent f g h i j];true;[1 1 1 2.62 1];[1 1 1 1 1];[1 1 4.78 1 1];[0 0 0 0 0];[0.56 0.93 0.2 0.2 0.88]
5848;5;8;0.8;23;-0.357;-0.14259999999999998;-0.428;[know_agent talk_agent agree_agent talk_agent neuro_agent f g h i j];true;[1 1 1 1 2.9];[4.45 1 1 3.38 1];[1 1 2.07 1 1];[0 0 0 0 0];[0.2 0.52 0.2 0.2 0.2]
5850;5;8;0.8;16;-0.21400000000000002;-0.2142;-0.5;[talk_agent talk_agent agree_agent know_agent know_agent f g h i j];true;[1 1 6.81 1 1];[4.57 3.19 1 1 1];[1 1 1 1 1];[0 0 0 0 0];[0.2 0.2 0.2 0.7 0.66]
5849;5;8;0.8;24;0.21400000000000002;0.3428;0.14300000000000002;[crit_agent know_agent agree_agent know_agent neuro_agent f g h i j];true;[1 5.35 1 1 1];[1 1 1 1 1];[1 1 1 2.66 1];[0 0 0 0 0.55];[0.57 0.2 0.64 0.2 0.2]
5851;5;8;0.8;19;0.429;0.5432;0.215;[know_agent crit_agent talk_agent neuro_agent agree_agent f g h i j];true;[1 1 1 3.32 1];[1 1 4.2 1 1];[1 5.48 1 1 1];[0.39 0 0 0 0];[0.2 0.2 0.2 0.2 0.82]
